Source	Source primary accession	Source secondary accession	Target	Target primary accession	Target secondary accession
WormBase	WBGene00000090	B0334.8b	coding	CTQ86427	BX284602
WormBase	WBGene00000090	B0334.8a	coding	CAA91377	BX284602
WormBase	WBGene00000092	F32A6.4g	coding	CZR14620	BX284606
WormBase	WBGene00000092	F32A6.4a	coding	CCD65715	BX284606
WormBase	WBGene00000092	F32A6.4c	sequence	BX284606	
WormBase	WBGene00000092	F32A6.4d	coding	CZR14617	BX284606
WormBase	WBGene00000092	F32A6.4e	coding	CZR14618	BX284606
WormBase	WBGene00000092	F32A6.4f	coding	CZR14619	BX284606
WormBase	WBGene00000092	F32A6.4b	sequence	BX284606	
WormBase	WBGene00000093	Y62E10A.5a	coding	CAB60594	BX284604
WormBase	WBGene00000093	Y62E10A.5b	coding	CAJ76952	BX284604
WormBase	WBGene00000094	F09E5.13	coding	CCD68765	BX284602
WormBase	WBGene00000095	C25A1.11b	coding	CBH29653	BX284601
WormBase	WBGene00000095	C25A1.11a	coding	CAB02764	BX284601
WormBase	WBGene00000096	C41G7.5a	coding	CAB51463	BX284601
WormBase	WBGene00000096	C41G7.5b	coding	CAI79126	BX284601
WormBase	WBGene00000097	F58E10.4	coding	CAB04515	BX284605
WormBase	WBGene00000098	K07C11.2	coding	CCD64757	BX284605
WormBase	WBGene00000099	B0207.4	coding	CCD61317	BX284601
WormBase	WBGene00000100	C25A11.4l	coding	SBV53383	BX284606
WormBase	WBGene00000100	C25A11.4j	coding	SBV53392	BX284606
WormBase	WBGene00000100	C25A11.4m	coding	SBV53384	BX284606
WormBase	WBGene00000100	C25A11.4d	coding	CCD62272	BX284606
WormBase	WBGene00000100	C25A11.4k	coding	SBV53382	BX284606
WormBase	WBGene00000100	C25A11.4h	coding	SBV53390	BX284606
WormBase	WBGene00000100	C25A11.4a	coding	CCD62269	BX284606
WormBase	WBGene00000100	C25A11.4f	coding	SBV53380	BX284606
WormBase	WBGene00000100	C25A11.4e	coding	CCD62273	BX284606
WormBase	WBGene00000100	C25A11.4b	coding	CCD62270	BX284606
WormBase	WBGene00000100	C25A11.4i	coding	SBV53391	BX284606
WormBase	WBGene00000100	C25A11.4g	coding	SBV53381	BX284606
WormBase	WBGene00000100	C25A11.4c	coding	CCD62271	BX284606
WormBase	WBGene00000101	D1022.7c	coding	CCD68341	BX284602
WormBase	WBGene00000101	D1022.7a	coding	CCD68339	BX284602
WormBase	WBGene00000101	D1022.7b	coding	CCD68340	BX284602
WormBase	WBGene00000102	C12D8.10c	coding	CAD44085	BX284605
WormBase	WBGene00000102	C12D8.10a	coding	CAA98240	BX284605
WormBase	WBGene00000102	C12D8.10b	coding	CAA98238	BX284605
WormBase	WBGene00000103	F28H6.1b	coding	CAC70087	BX284606
WormBase	WBGene00000103	F28H6.1a	coding	CAA20936	BX284606
WormBase	WBGene00000105	F48F7.1a	coding	CAA93496	BX284606
WormBase	WBGene00000105	F48F7.1b	coding	CAR97837	BX284606
WormBase	WBGene00000106	T07D3.7a	coding	CCD73271	BX284602
WormBase	WBGene00000106	T07D3.7b	coding	CCD73272	BX284602
WormBase	WBGene00000107	F54D8.3b	coding	CCD67409	BX284603
WormBase	WBGene00000107	F54D8.3a	coding	CCD67408	BX284603
WormBase	WBGene00000108	K04F1.15	coding	CCD72650	BX284605
WormBase	WBGene00000109	F36H1.6	coding	CAA92998	BX284604
WormBase	WBGene00000110	T05H4.13b	coding	CCD72038	BX284605
WormBase	WBGene00000110	T05H4.13c	coding	CCD72039	BX284605
WormBase	WBGene00000110	T05H4.13a	coding	CCD72037	BX284605
WormBase	WBGene00000111	T08B1.3	coding	CCD72111	BX284605
WormBase	WBGene00000112	F56D12.1d	coding	CCD64344	BX284602
WormBase	WBGene00000112	F56D12.1b	coding	CCD64342	BX284602
WormBase	WBGene00000112	F56D12.1c	coding	CCD64343	BX284602
WormBase	WBGene00000112	F56D12.1a	coding	CCD64341	BX284602
WormBase	WBGene00000113	F45H10.1b	coding	CCD31077	BX284602
WormBase	WBGene00000113	F45H10.1a	coding	CAB04383	BX284602
WormBase	WBGene00000114	F13D12.4b	coding	CAF31502	BX284602
WormBase	WBGene00000114	F13D12.4a	coding	CAA88946	BX284602
WormBase	WBGene00000115	F01F1.6	coding	CCD65988	BX284603
WormBase	WBGene00000116	C54D1.4	coding	CCD66851	BX284606
WormBase	WBGene00000117	F42G9.5b	coding	CCD61887	BX284603
WormBase	WBGene00000117	F42G9.5a	coding	CCD61886	BX284603
WormBase	WBGene00000118	Y69F12A.2b	coding	CCD72350	BX284603
WormBase	WBGene00000118	Y69F12A.2a	coding	CCD72349	BX284603
WormBase	WBGene00000120	C01F6.5	coding	CAA92438	BX284604
WormBase	WBGene00000121	F23B2.6	coding	CAB05180	BX284604
WormBase	WBGene00000122	M18.7a	coding	CAA92829	BX284604
WormBase	WBGene00000122	M18.7b	sequence	BX284604	
WormBase	WBGene00000123	F36A4.7	coding	CCD69532	BX284604
WormBase	WBGene00000133	C05E11.4	coding	CCD63261	BX284606
WormBase	WBGene00000134	F49E11.3	coding	CAA94345	BX284604
WormBase	WBGene00000135	M195.3	coding	CAA91293	BX284602
WormBase	WBGene00000136	C05E11.5	coding	CCD63266	BX284606
WormBase	WBGene00000137	R13G10.2	coding	CAA84671	BX284603
WormBase	WBGene00000138	B0019.1	coding	CAA15509	BX284601
WormBase	WBGene00000139	F25C8.2b	coding	CBW44374	BX284605
WormBase	WBGene00000139	F25C8.2a	coding	CBW44373	BX284605
WormBase	WBGene00000140	ZK973.6b	coding	SOF58726	BX284601
WormBase	WBGene00000140	ZK973.6c	coding	SOF58697	BX284601
WormBase	WBGene00000140	ZK973.6a	coding	CCD73568	BX284601
WormBase	WBGene00000142	C08B6.9	coding	CAA96591	BX284605
WormBase	WBGene00000143	K06H7.6	coding	CCD64457	BX284603
WormBase	WBGene00000144	F15H10.3c	coding	CCE71795	BX284605
WormBase	WBGene00000144	F15H10.3b	coding	CCE71794	BX284605
WormBase	WBGene00000144	F15H10.3a	coding	CAA98261	BX284605
WormBase	WBGene00000144	F15H10.3d	coding	CCE71796	BX284605
WormBase	WBGene00000145	F35G12.9	coding	CAA86328	BX284603
WormBase	WBGene00000146	F46F3.4b	coding	CBW44381	BX284605
WormBase	WBGene00000146	F46F3.4c	coding	CBW44382	BX284605
WormBase	WBGene00000146	F46F3.4d	coding	CBW44383	BX284605
WormBase	WBGene00000146	F46F3.4a	coding	CAB03115	BX284605
WormBase	WBGene00000147	VF36H2L.1	coding	CAA16282	BX284601
WormBase	WBGene00000148	ZC434.6a	coding	CAN99711	BX284601
WormBase	WBGene00000148	ZC434.6b	coding	CAB00063	BX284601
WormBase	WBGene00000149	C42D8.8a	coding	CCD65568	BX284606
WormBase	WBGene00000149	C42D8.8b	coding	CCD65569	BX284606
WormBase	WBGene00000150	F55A12.7	coding	CCD65442	BX284601
WormBase	WBGene00000151	T05H10.2	coding	CAA87789	BX284602
WormBase	WBGene00000155	W03G9.4	coding	CCD70128	BX284601
WormBase	WBGene00000156	K04G2.8c	coding	SFQ94271	BX284601
WormBase	WBGene00000156	K04G2.8b	coding	CAB00048	BX284601
WormBase	WBGene00000156	K04G2.8a	coding	CAB00045	BX284601
WormBase	WBGene00000157	F02E8.3	coding	CCD83385	BX284606
WormBase	WBGene00000158	Y105E8A.9	coding	CAD21660	BX284601
WormBase	WBGene00000159	F29G9.3	coding	CCD64132	BX284605
WormBase	WBGene00000160	Y71H2B.10a	coding	CCD72406	BX284603
WormBase	WBGene00000160	Y71H2B.10b	coding	CCD72407	BX284603
WormBase	WBGene00000160	Y71H2B.10c	coding	CCD72408	BX284603
WormBase	WBGene00000161	T20B5.1	coding	CCD68583	BX284606
WormBase	WBGene00000162	W09G10.4b	coding	CCD73657	BX284602
WormBase	WBGene00000162	W09G10.4a	coding	CCD73656	BX284602
WormBase	WBGene00000163	R11A5.1b	coding	CAB05601	BX284601
WormBase	WBGene00000163	R11A5.1a	coding	CAB05598	BX284601
WormBase	WBGene00000164	F53H8.1	coding	CCD67241	BX284606
WormBase	WBGene00000165	Y48G8AL.14	coding	CCD73469	BX284601
WormBase	WBGene00000166	W04G3.4	coding	CAA92026	BX284606
WormBase	WBGene00000168	K08D9.3a	coding	CCD72794	BX284605
WormBase	WBGene00000168	K08D9.3e	coding	CUV67105	BX284605
WormBase	WBGene00000168	K08D9.3b	sequence	BX284605	
WormBase	WBGene00000168	K08D9.3c	sequence	BX284605	
WormBase	WBGene00000168	K08D9.3d	sequence	BX284605	
WormBase	WBGene00000169	F32A5.5a	coding	CCD66276	BX284602
WormBase	WBGene00000169	F32A5.5b	coding	CCD66277	BX284602
WormBase	WBGene00000170	C01G6.1b	coding	CAA84642	BX284602
WormBase	WBGene00000170	C01G6.1a	coding	CAA84633	BX284602
WormBase	WBGene00000171	Y69E1A.7b	coding	CDR32658	BX284604
WormBase	WBGene00000171	Y69E1A.7a	coding	CAA22259	BX284604
WormBase	WBGene00000171	Y69E1A.7c	coding	CZR14534	BX284604
WormBase	WBGene00000172	F40F9.9	coding	CAA94770	BX284605
WormBase	WBGene00000173	C35A5.1	coding	CAA94903	BX284605
WormBase	WBGene00000174	C32C4.2a	coding	CAA98110	BX284605
WormBase	WBGene00000174	C32C4.2b	coding	CBL43415	BX284605
WormBase	WBGene00000174	C32C4.2c	coding	CCF23336	BX284605
WormBase	WBGene00000175	M02F4.8	coding	CCD66489	BX284606
WormBase	WBGene00000176	K02G10.7a	coding	CCD68565	BX284606
WormBase	WBGene00000176	K02G10.7b	coding	CCD68566	BX284606
WormBase	WBGene00000177	K07A1.16a	coding	CAF31479	BX284601
WormBase	WBGene00000177	K07A1.16b	coding	CBY25186	BX284601
WormBase	WBGene00000178	ZK1321.3	coding	CAA88476	BX284602
WormBase	WBGene00000179	ZK525.2	coding	CAB05023	BX284603
WormBase	WBGene00000180	ZK1320.6	coding	CAA87044	BX284602
WormBase	WBGene00000181	F01G4.2b	coding	CDR32775	BX284604
WormBase	WBGene00000181	F01G4.2a	coding	CAA92764	BX284604
WormBase	WBGene00000182	B0336.2	coding	CCD61516	BX284603
WormBase	WBGene00000183	F57H12.1	coding	CCD69768	BX284604
WormBase	WBGene00000184	Y116A8C.12	coding	CAB55153	BX284604
WormBase	WBGene00000185	F31A9.3b	coding	CCD64536	BX284606
WormBase	WBGene00000185	F31A9.3a	coding	CCD64535	BX284606
WormBase	WBGene00000186	C01C7.1a	coding	CAB05120	BX284604
WormBase	WBGene00000186	C01C7.1b	coding	CAZ39159	BX284604
WormBase	WBGene00000187	F54C9.10	coding	CAA90255	BX284602
WormBase	WBGene00000188	F19H8.3	coding	CAB07583	BX284602
WormBase	WBGene00000189	ZK632.8	coding	CAA80185	BX284603
WormBase	WBGene00000190	F45E4.1	coding	CCD63776	BX284604
WormBase	WBGene00000191	F20D1.5	sequence	BX284606	
WormBase	WBGene00000192	Y57G11C.13	coding	CAB16514	BX284604
WormBase	WBGene00000193	C38D4.8	coding	CAA86319	BX284603
WormBase	WBGene00000195	F53H8.2	coding	CCD67242	BX284606
WormBase	WBGene00000196	W02B12.6a	coding	CAA91396	BX284602
WormBase	WBGene00000196	W02B12.6b	sequence	BX284602	
WormBase	WBGene00000197	F28H1.3	coding	CCD70212	BX284601
WormBase	WBGene00000198	C15F1.6	coding	CCD64616	BX284602
WormBase	WBGene00000199	Y71F9AL.16	coding	CCD73510	BX284601
WormBase	WBGene00000200	K07C5.1	coding	CAA94894	BX284605
WormBase	WBGene00000201	Y79H2A.6	coding	CAB54510	BX284603
WormBase	WBGene00000202	Y6D11A.1	coding	CCD72537	BX284603
WormBase	WBGene00000203	Y37D8A.1	coding	CAA21538	BX284603
WormBase	WBGene00000204	C35D10.16	coding	CCD66789	BX284603
WormBase	WBGene00000205	M01B12.3	coding	CCD67363	BX284601
WormBase	WBGene00000206	F35G12.10	coding	CAA86329	BX284603
WormBase	WBGene00000207	F02E8.1	coding	CCD83382	BX284606
WormBase	WBGene00000208	Y53F4B.15	coding	CAB70106	BX284602
WormBase	WBGene00000209	K07A12.3	coding	CAB03179	BX284601
WormBase	WBGene00000210	C53B7.4	coding	CCD67887	BX284606
WormBase	WBGene00000211	B0252.2	coding	CCD61537	BX284602
WormBase	WBGene00000212	ZK455.4	coding	CAA91493	BX284606
WormBase	WBGene00000213	W03G1.7a	coding	CCD69084	BX284604
WormBase	WBGene00000213	W03G1.7b	coding	CCD69085	BX284604
WormBase	WBGene00000214	Y39B6A.20	coding	CAC51056	BX284605
WormBase	WBGene00000215	T18H9.2	coding	CCD65452	BX284605
WormBase	WBGene00000216	H22K11.1	coding	CCD72415	BX284606
WormBase	WBGene00000217	R12H7.2	coding	CAA90633	BX284606
WormBase	WBGene00000218	F21F8.3	coding	CCD64747	BX284605
WormBase	WBGene00000219	F21F8.7	coding	CCD64751	BX284605
WormBase	WBGene00000220	K08F8.2	coding	CAA91284	BX284602
WormBase	WBGene00000221	T04C10.4	coding	CAA93757	BX284606
WormBase	WBGene00000222	F45E6.2	coding	CAA92180	BX284606
WormBase	WBGene00000223	C07G2.2c	coding	CAD88215	BX284603
WormBase	WBGene00000223	C07G2.2b	coding	CAA83680	BX284603
WormBase	WBGene00000223	C07G2.2a	coding	CAB63430	BX284603
WormBase	WBGene00000223	C07G2.2d	coding	CAQ58094	BX284603
WormBase	WBGene00000224	F26D10.9a	coding	CAB02316	BX284604
WormBase	WBGene00000224	F26D10.9b	coding	CAN99671	BX284604
WormBase	WBGene00000225	C38C6.2a	coding	CAB07562	BX284602
WormBase	WBGene00000225	C38C6.2c	coding	CCC42156	BX284602
WormBase	WBGene00000225	C38C6.2b	coding	CCC42154	BX284602
WormBase	WBGene00000226	T06E4.3c	coding	CBY25200	BX284605
WormBase	WBGene00000226	T06E4.3b	coding	CAC42337	BX284605
WormBase	WBGene00000226	T06E4.3a	coding	CAA94790	BX284605
WormBase	WBGene00000227	Y48G1BL.2a	coding	CDK13475	BX284601
WormBase	WBGene00000227	Y48G1BL.2b	coding	CDK13476	BX284601
WormBase	WBGene00000228	W04D2.1c	coding	CCE72033	BX284605
WormBase	WBGene00000228	W04D2.1a	coding	CAA99941	BX284605
WormBase	WBGene00000228	W04D2.1d	coding	CCE72032	BX284605
WormBase	WBGene00000228	W04D2.1b	coding	CAA99944	BX284605
WormBase	WBGene00000229	C34E10.6	coding	CCD66650	BX284603
WormBase	WBGene00000230	F27C1.7a	coding	CCD66287	BX284601
WormBase	WBGene00000230	F27C1.7b	coding	CCD66288	BX284601
WormBase	WBGene00000231	D2045.1b	coding	CAI46560	BX284603
WormBase	WBGene00000231	D2045.1c	coding	CAQ35032	BX284603
WormBase	WBGene00000231	D2045.1a	coding	CAA84697	BX284603
WormBase	WBGene00000231	D2045.1d	coding	CBK55582	BX284603
WormBase	WBGene00000232	B0207.12b	coding	CCD61324	BX284601
WormBase	WBGene00000232	B0207.12a	coding	CCD61323	BX284601
WormBase	WBGene00000232	B0207.12c	coding	CCD61325	BX284601
WormBase	WBGene00000233	R11G10.1b	coding	CAB03329	BX284605
WormBase	WBGene00000233	R11G10.1a	coding	CAB61021	BX284605
WormBase	WBGene00000233	R11G10.1c	coding	CBM41221	BX284605
WormBase	WBGene00000235	B0464.7	coding	CAA79543	BX284603
WormBase	WBGene00000236	F57B10.11	coding	CCD71479	BX284601
WormBase	WBGene00000237	Y71F9AR.1	coding	CCD73520	BX284601
WormBase	WBGene00000238	C54D1.6	coding	CCD66852	BX284606
WormBase	WBGene00000239	C05D2.4b	coding	CCD63123	BX284603
WormBase	WBGene00000239	C05D2.4a	coding	CCD63122	BX284603
WormBase	WBGene00000240	K08F8.4b	coding	CCH63805	BX284602
WormBase	WBGene00000240	K08F8.4a	coding	CAA91286	BX284602
WormBase	WBGene00000241	Y105E8A.5	coding	CAC48119	BX284601
WormBase	WBGene00000242	F20D12.3	coding	CCD67718	BX284604
WormBase	WBGene00000244	T25F10.5	coding	CCD74239	BX284605
WormBase	WBGene00000245	T13C5.5	coding	CCD64556	BX284606
WormBase	WBGene00000246	M7.3	coding	CAA92750	BX284604
WormBase	WBGene00000247	T19E7.3b	coding	CDK13324	BX284604
WormBase	WBGene00000247	T19E7.3a	coding	CCD62215	BX284604
WormBase	WBGene00000248	C54C6.2	coding	CAB00853	BX284603
WormBase	WBGene00000249	T27F2.3	coding	CAA98553	BX284605
WormBase	WBGene00000250	C50B8.2	coding	CAB01130	BX284605
WormBase	WBGene00000251	C09G5.6	coding	CAA86755	BX284602
WormBase	WBGene00000252	F59E12.12	coding	CCD64978	BX284602
WormBase	WBGene00000253	F56C11.1	coding	CCD71714	BX284601
WormBase	WBGene00000254	K04F10.4e	coding	CCD70039	BX284601
WormBase	WBGene00000254	K04F10.4h	coding	CUR29976	BX284601
WormBase	WBGene00000254	K04F10.4b	coding	CCD70036	BX284601
WormBase	WBGene00000254	K04F10.4d	coding	CCD70038	BX284601
WormBase	WBGene00000254	K04F10.4i	coding	CUR29977	BX284601
WormBase	WBGene00000254	K04F10.4c	coding	CCD70037	BX284601
WormBase	WBGene00000254	K04F10.4j	coding	CUR29978	BX284601
WormBase	WBGene00000254	K04F10.4a	coding	CCD70035	BX284601
WormBase	WBGene00000254	K04F10.4f	coding	CCD70040	BX284601
WormBase	WBGene00000254	K04F10.4g	coding	CUR29975	BX284601
WormBase	WBGene00000255	F45G2.5	coding	CAB07614	BX284603
WormBase	WBGene00000256	Y73B6BL.34	coding	CCD74181	BX284604
WormBase	WBGene00000257	F23B12.8b	coding	CBX25195	BX284605
WormBase	WBGene00000257	F23B12.8a	coding	CAB01170	BX284605
WormBase	WBGene00000259	F13H8.10a	coding	CCD66055	BX284602
WormBase	WBGene00000259	F13H8.10c	coding	CCD66052	BX284602
WormBase	WBGene00000259	F13H8.10b	coding	CCD66051	BX284602
WormBase	WBGene00000262	F54B11.6	coding	CAA94138	BX284606
WormBase	WBGene00000263	F23H11.5	coding	CCD69947	BX284603
WormBase	WBGene00000264	C36A4.8b	coding	CAR97813	BX284603
WormBase	WBGene00000264	C36A4.8a	coding	CAR97812	BX284603
WormBase	WBGene00000265	K04C2.4	coding	CCD72622	BX284603
WormBase	WBGene00000266	C53B4.7d	coding	CAL49435	BX284604
WormBase	WBGene00000266	C53B4.7a	coding	CAC42270	BX284604
WormBase	WBGene00000266	C53B4.7b	coding	CAC42269	BX284604
WormBase	WBGene00000266	C53B4.7e	coding	CAL49436	BX284604
WormBase	WBGene00000266	C53B4.7c	coding	CAA92455	BX284604
WormBase	WBGene00000267	Y39E4B.9a	coding	CAB54430	BX284603
WormBase	WBGene00000267	Y39E4B.9b	coding	CAP16292	BX284603
WormBase	WBGene00000267	Y39E4B.9c	coding	CAY39361	BX284603
WormBase	WBGene00000267	Y39E4B.9d	coding	CBI63238	BX284603
WormBase	WBGene00000268	B0464.4a	coding	CAA79538	BX284603
WormBase	WBGene00000268	B0464.4b	sequence	BX284603	
WormBase	WBGene00000269	Y73E7A.7a	coding	CCD73531	BX284601
WormBase	WBGene00000269	Y73E7A.7b	coding	CDM63463	BX284601
WormBase	WBGene00000270	T12G3.8a	coding	CAD27607	BX284604
WormBase	WBGene00000270	T12G3.8b	coding	CCA65614	BX284604
